order_item_id,order_id,client_id,sale_date,product_id
119,119,447,2024-08-11,14
120,120,113,2025-05-29,9
121,121,285,2025-04-20,7
122,122,939,2025-03-11,6
123,123,405,2025-07-05,5
124,124,309,2024-10-22,11
125,125,599,2025-06-08,12
126,126,62,2025-03-24,9
127,127,896,2025-03-06,1
128,128,276,2024-11-09,14
129,129,213,2024-10-01,17
130,130,284,2025-02-20,10
131,131,557,2025-06-27,20
132,132,631,2025-06-05,9
133,133,903,2025-05-19,19
134,134,640,2024-08-21,12
135,135,308,2024-08-12,5
136,136,212,2024-10-02,2
137,137,718,2024-11-13,11
138,138,726,2025-06-30,8
139,139,390,2025-03-27,10
140,140,741,2024-12-24,1
141,141,434,2025-07-17,3
142,142,86,2024-12-11,13
143,143,355,2025-02-20,16
144,144,444,2025-06-16,1
145,145,314,2025-02-23,20
146,146,15,2025-03-10,1
147,147,819,2025-05-18,10
148,148,104,2025-01-15,18
149,149,19,2024-11-29,15
150,150,941,2024-08-24,8
151,151,597,2024-08-17,12
152,152,927,2025-03-28,15
153,153,372,2025-01-30,7
154,154,131,2024-12-07,10
155,155,433,2025-04-11,8
156,156,95,2025-04-21,16
157,157,820,2025-05-24,20
158,158,802,2025-07-20,19
159,159,213,2025-01-10,2
160,160,940,2025-07-20,4
161,161,991,2025-07-04,4
162,162,283,2024-08-22,5
163,163,787,2025-02-24,14
164,164,117,2025-06-17,1
165,165,588,2024-12-10,1
166,166,723,2025-01-28,15
167,167,162,2024-12-28,16
168,168,772,2025-03-09,13
169,169,856,2024-11-18,6
170,170,499,2025-03-03,1
171,171,102,2024-12-18,9
172,172,72,2024-11-01,11
173,173,661,2025-01-09,1
174,174,499,2024-11-17,3
175,175,691,2024-08-21,11
176,176,533,2025-01-14,2
177,177,305,2024-12-02,1
178,178,377,2025-06-18,8
179,179,855,2025-06-02,3
180,180,541,2024-08-01,10
181,181,261,2024-08-23,8
182,182,958,2024-11-04,11
183,183,869,2025-01-27,11
184,184,54,2024-12-03,16
185,185,822,2024-09-06,1
186,186,707,2024-12-29,14
187,187,538,2024-10-13,14
188,188,302,2024-09-24,14
189,189,783,2025-04-14,8
190,190,106,2024-09-11,11
191,191,875,2024-12-07,19
192,192,286,2024-11-08,1
193,193,147,2024-10-31,13
194,194,87,2025-06-04,9
195,195,503,2025-02-07,8
196,196,726,2024-12-09,9
197,197,825,2025-03-18,3
198,198,55,2024-10-12,18
199,199,326,2025-06-16,1
200,200,566,2025-05-29,11
201,201,2,2025-05-26,2
202,202,392,2025-04-10,4
203,203,843,2025-05-11,19
204,204,688,2025-01-26,11
205,205,788,2025-02-18,10
206,206,516,2025-02-12,15
207,207,95,2024-10-19,5
208,208,101,2024-09-08,8
209,209,346,2024-11-27,12
210,210,550,2024-12-24,2
211,211,683,2025-03-23,12
212,212,582,2025-07-29,7
213,213,450,2024-08-31,1
214,214,228,2024-10-20,3
215,215,420,2025-06-02,5
216,216,493,2025-07-18,10
217,217,858,2025-07-01,19
218,218,741,2024-09-28,1
219,219,338,2025-05-09,8
220,220,211,2025-04-26,4
221,221,210,2025-03-18,6
222,222,162,2024-12-17,6
223,223,314,2024-12-31,19
224,224,208,2025-04-03,8
225,225,863,2024-10-06,1
226,226,945,2025-02-11,1
227,227,66,2025-03-28,2
228,228,116,2025-02-12,11
229,229,3,2024-09-21,3
230,230,937,2025-05-19,13
231,231,530,2024-12-09,4
232,232,669,2024-08-25,18
233,233,506,2025-04-08,5
234,234,738,2024-11-02,8
235,235,488,2025-06-19,11
236,236,305,2025-01-28,8
237,237,249,2024-08-10,1
238,238,730,2025-02-28,12
239,239,433,2025-07-27,10
240,240,623,2025-02-22,6
241,241,753,2024-08-08,15
242,242,297,2024-10-06,1
243,243,413,2024-08-29,8
244,244,226,2025-07-09,6
245,245,582,2024-12-21,8
246,246,871,2024-10-17,1
247,247,288,2025-06-16,17
248,248,600,2025-05-07,15
249,249,280,2024-12-26,8
250,250,538,2024-09-17,13
251,251,584,2025-04-09,11
252,252,50,2024-11-02,11
253,253,900,2025-01-31,13
254,254,216,2025-05-30,14
255,255,490,2025-02-09,10
256,256,739,2024-10-15,17
257,257,898,2024-08-04,14
258,258,128,2025-05-18,9
259,259,100,2024-09-18,18
260,260,127,2024-09-09,10
261,261,641,2025-03-10,14
262,262,906,2024-09-30,20
263,263,411,2025-03-11,11
264,264,987,2025-03-08,20
265,265,899,2024-12-23,10
266,266,146,2025-03-12,3
267,267,51,2025-07-14,17
268,268,829,2025-02-16,11
269,269,998,2025-02-16,4
270,270,218,2024-09-10,13
271,271,211,2025-07-28,13
272,272,122,2025-03-26,1
273,273,704,2024-11-01,9
274,274,342,2025-04-03,17
275,275,394,2025-01-12,4
276,276,567,2025-06-01,14
277,277,645,2024-09-02,20
278,278,15,2024-12-25,20
279,279,459,2025-07-01,14
280,280,63,2024-10-29,8
281,281,221,2025-07-06,16
282,282,247,2025-05-07,4
283,283,490,2024-11-13,19
284,284,875,2025-05-04,17
285,285,697,2024-12-25,12
286,286,616,2024-12-11,20
287,287,358,2025-06-15,13
288,288,73,2024-10-18,5
289,289,161,2024-11-04,15
290,290,770,2025-06-07,10
291,291,588,2024-08-01,20
292,292,194,2025-04-07,12
293,293,882,2025-04-19,1
294,294,227,2025-06-30,10
295,295,643,2025-07-19,6
296,296,499,2025-01-12,11
297,297,912,2024-08-17,14
298,298,491,2025-07-20,5
299,299,324,2024-12-12,20
300,300,480,2024-08-24,8
301,301,18,2025-01-10,20
302,302,933,2024-09-27,5
303,303,152,2025-06-13,1
304,304,303,2025-03-12,13
305,305,919,2025-01-10,10
306,306,758,2024-09-20,10
307,307,720,2025-04-18,10
308,308,702,2024-09-26,12
309,309,450,2025-07-20,10
310,310,683,2025-02-04,1
311,311,58,2025-03-11,12
312,312,922,2024-09-29,9
313,313,938,2025-02-19,8
314,314,410,2025-04-04,20
315,315,483,2025-07-04,20
316,316,969,2024-08-09,6
317,317,704,2025-04-23,2
318,318,592,2025-05-11,18
319,319,483,2025-05-28,19
320,320,35,2024-08-11,12
321,321,72,2025-02-19,5
322,322,578,2025-05-29,20
323,323,855,2025-06-01,5
324,324,936,2025-03-24,10
325,325,691,2025-06-20,16
326,326,907,2024-11-23,4
327,327,736,2024-12-05,13
328,328,704,2024-09-10,5
329,329,161,2025-01-04,17
330,330,80,2024-11-19,9
331,331,43,2024-09-28,17
332,332,986,2025-04-12,5
333,333,137,2024-10-19,12
334,334,986,2024-09-21,7
335,335,359,2025-03-07,1
336,336,259,2025-03-26,19
337,337,58,2025-03-21,15
338,338,799,2025-02-26,9
339,339,679,2024-12-23,6
340,340,35,2025-04-24,17
341,341,497,2025-03-29,5
342,342,683,2025-04-14,13
343,343,707,2025-01-03,14
344,344,464,2025-05-22,3
345,345,918,2025-01-07,2
346,346,86,2024-08-09,9
347,347,75,2024-10-24,6
348,348,451,2024-09-18,5
349,349,927,2025-02-16,16
350,350,629,2025-02-28,4
351,351,141,2024-09-26,4
352,352,188,2024-10-15,2
353,353,890,2025-07-07,11
354,354,477,2024-10-15,2
355,355,953,2025-03-27,10
356,356,455,2025-07-13,20
357,357,291,2024-10-07,9
358,358,450,2025-01-22,11
359,359,848,2024-10-24,13
360,360,332,2024-12-21,16
361,361,224,2025-05-24,15
362,362,601,2025-06-24,11
363,363,942,2024-08-03,3
364,364,298,2025-07-15,10
365,365,342,2025-02-07,5
366,366,477,2025-07-15,14
367,367,709,2025-03-08,20
368,368,522,2024-10-31,18
369,369,82,2025-05-12,16
370,370,871,2025-02-11,10
371,371,537,2025-03-15,20
372,372,218,2024-10-23,5
373,373,42,2024-09-10,1
374,374,564,2025-04-22,6
375,375,442,2025-02-16,18
376,376,971,2025-04-06,5
377,377,180,2025-04-17,19
378,378,83,2024-12-15,20
379,379,887,2024-11-11,12
380,380,868,2024-08-08,19
381,381,226,2025-03-26,8
382,382,955,2025-04-22,16
383,383,267,2024-09-15,1
384,384,928,2025-03-27,1
385,385,773,2025-04-09,11
386,386,579,2025-04-05,13
387,387,934,2024-09-07,2
388,388,363,2025-07-21,15
389,389,627,2025-03-19,5
390,390,48,2025-04-27,3
391,391,728,2025-05-11,3
392,392,850,2024-09-01,9
393,393,313,2025-02-05,17
394,394,413,2025-02-22,17
395,395,454,2024-08-04,15
396,396,400,2024-09-07,17
397,397,403,2024-08-09,2
398,398,994,2025-06-08,12
399,399,70,2025-02-19,10
400,400,135,2024-12-24,17
401,401,763,2024-08-25,3
402,402,406,2025-01-17,9
403,403,9,2024-10-26,19
404,404,127,2025-01-13,10
405,405,990,2025-04-04,9
406,406,952,2024-12-19,1
407,407,821,2025-06-26,17
408,408,284,2025-06-28,14
409,409,915,2025-01-07,7
410,410,805,2025-06-28,10
411,411,647,2024-12-09,17
412,412,586,2025-01-14,9
413,413,907,2024-09-11,5
414,414,545,2025-02-20,3
415,415,869,2024-11-18,12
416,416,727,2024-12-30,20
417,417,485,2025-02-07,11
418,418,672,2025-04-17,19
419,419,614,2024-11-21,15
420,420,334,2024-10-24,12
421,421,963,2024-10-27,5
422,422,970,2024-12-19,9
423,423,844,2025-07-01,11
424,424,692,2024-12-20,15
425,425,134,2025-01-14,16
426,426,345,2025-03-13,19
427,427,359,2024-12-18,2
428,428,421,2024-11-23,4
429,429,218,2025-06-17,16
430,430,764,2025-07-10,4
431,431,966,2024-12-04,6
432,432,930,2025-05-22,2
433,433,321,2024-09-27,5
434,434,45,2025-04-03,13
435,435,691,2024-09-04,9
436,436,642,2024-11-01,2
437,437,977,2025-04-22,20
438,438,787,2025-01-18,8
439,439,148,2025-03-26,8
440,440,413,2025-02-09,13
441,441,935,2024-09-14,2
442,442,806,2024-11-28,6
443,443,822,2025-01-22,5
444,444,608,2025-02-19,18
445,445,61,2024-10-15,18
446,446,336,2024-11-16,12
447,447,939,2024-09-01,8
448,448,364,2025-04-24,3
449,449,129,2024-09-14,7
450,450,682,2024-08-14,15
451,451,424,2024-11-21,19
452,452,359,2025-04-13,4
453,453,772,2024-10-01,7
454,454,371,2024-12-03,3
455,455,547,2025-06-21,3
456,456,80,2025-03-02,9
457,457,776,2025-02-14,5
458,458,836,2024-08-19,11
459,459,877,2024-11-27,5
460,460,216,2025-03-18,11
461,461,354,2025-06-27,4
462,462,219,2025-06-12,10
463,463,123,2025-07-20,8
464,464,148,2025-07-09,7
465,465,216,2025-04-28,13
466,466,999,2024-09-25,19
467,467,363,2024-08-23,20
468,468,514,2024-12-26,19
469,469,683,2025-02-07,18
470,470,473,2025-06-17,4
471,471,736,2024-09-01,20
472,472,631,2024-07-31,2
473,473,147,2024-10-09,12
474,474,205,2025-04-24,5
475,475,565,2025-04-04,13
476,476,192,2025-03-25,11
477,477,228,2025-05-07,6
478,478,730,2025-06-13,18
479,479,798,2025-06-07,15
480,480,285,2025-01-26,2
481,481,363,2024-10-12,10
482,482,627,2024-10-08,13
483,483,79,2025-03-09,18
484,484,757,2025-01-22,10
485,485,70,2024-08-14,5
486,486,758,2025-01-21,2
487,487,369,2025-05-10,5
488,488,454,2024-09-01,7
489,489,76,2025-06-08,2
490,490,812,2025-06-09,10
491,491,382,2024-11-04,1
492,492,825,2025-04-15,4
493,493,765,2024-10-24,14
494,494,631,2024-10-25,7
495,495,952,2025-03-27,7
496,496,483,2024-07-31,2
497,497,74,2025-05-20,4
498,498,221,2025-02-14,20
499,499,998,2025-03-06,2
500,500,203,2024-09-01,19
501,1,543,2024-09-11,9
502,2,287,2024-09-05,1
503,3,968,2024-12-13,14
504,4,544,2024-09-01,2
505,5,150,2025-06-28,14
506,6,206,2025-07-14,17
507,7,267,2024-12-19,12
508,8,801,2025-04-23,13
509,9,927,2025-04-26,10
510,10,486,2024-12-27,6
511,11,148,2025-02-26,10
512,12,52,2024-09-24,1
513,13,807,2025-01-26,5
514,14,103,2024-11-10,12
515,15,885,2025-01-24,18
516,16,498,2024-08-07,6
517,17,847,2024-10-01,4
518,18,331,2025-04-01,12
519,19,371,2025-05-03,12
520,20,24,2025-01-25,15
521,21,434,2024-08-30,19
522,22,3,2024-10-10,3
523,23,161,2024-09-07,18
524,24,63,2024-08-14,7
525,25,801,2024-09-25,11
526,26,342,2025-01-04,17
527,27,484,2024-08-29,4
528,28,323,2024-10-12,15
529,29,324,2024-09-08,15
530,30,418,2025-03-31,9
531,31,745,2024-09-13,5
532,32,527,2024-10-20,12
533,33,529,2025-03-30,6
534,34,923,2025-01-27,19
535,35,271,2025-07-07,5
536,36,271,2025-05-26,15
537,37,252,2025-05-31,8
538,38,266,2025-03-11,6
539,39,768,2025-04-10,1
540,40,278,2024-11-01,19
541,41,110,2025-03-16,11
542,42,762,2024-10-03,9
543,43,896,2024-09-23,16
544,44,132,2025-05-26,5
545,45,924,2024-09-25,2
546,46,252,2024-12-29,1
547,47,840,2024-10-24,2
548,48,889,2025-02-22,11
549,49,307,2025-03-19,20
550,50,122,2024-12-05,14
551,51,881,2024-10-12,6
552,52,761,2025-01-12,13
553,53,818,2025-01-26,10
554,54,452,2025-07-05,8
555,55,135,2024-12-04,17
556,56,826,2025-02-24,5
557,57,589,2024-08-27,18
558,58,18,2025-03-30,6
559,59,92,2024-10-27,11
560,60,46,2025-04-17,11
561,61,136,2025-05-19,20
562,62,363,2025-04-28,3
563,63,398,2025-01-10,19
564,64,177,2025-02-06,14
565,65,702,2025-04-10,14
566,66,993,2024-10-12,12
567,67,884,2024-09-24,12
568,68,670,2024-12-31,1
569,69,437,2024-12-22,2
570,70,77,2024-08-02,15
571,71,979,2025-07-06,12
572,72,814,2024-08-12,2
573,73,457,2024-10-18,9
574,74,498,2025-02-06,14
575,75,254,2025-01-24,7
576,76,728,2024-12-03,20
577,77,225,2025-05-28,4
578,78,462,2024-09-25,15
579,79,948,2024-10-10,6
580,80,349,2025-04-11,14
581,81,91,2024-12-14,18
582,82,50,2024-10-28,11
583,83,641,2025-01-08,5
584,84,904,2025-06-21,17
585,85,578,2025-03-03,12
586,86,662,2025-04-01,15
587,87,375,2024-09-11,19
588,88,923,2024-11-17,20
589,89,53,2024-09-11,6
590,90,172,2024-10-02,14
591,91,943,2025-07-18,12
592,92,818,2025-03-22,16
593,93,750,2025-06-19,12
594,94,703,2024-10-07,16
595,95,972,2025-01-19,7
596,96,803,2024-10-28,3
597,97,121,2025-05-18,17
598,98,514,2025-02-21,15
599,99,887,2024-12-07,11
600,100,147,2025-02-14,10
601,101,506,2025-02-08,19
602,102,510,2025-07-13,8
603,103,529,2025-05-07,19
604,104,237,2024-10-27,2
605,105,740,2024-12-30,9
606,106,188,2024-10-27,2
607,107,44,2024-12-28,16
608,108,623,2024-12-23,19
609,109,561,2025-07-09,2
610,110,768,2024-11-08,7
611,111,261,2024-08-12,19
612,112,990,2024-09-15,10
613,113,112,2025-07-01,12
614,114,871,2025-04-07,11
615,115,593,2024-09-04,1
616,116,148,2025-01-13,7
617,117,446,2025-01-30,4
618,118,283,2024-10-08,5
619,119,447,2024-08-11,19
620,120,113,2025-05-29,16
621,121,285,2025-04-20,17
622,122,939,2025-03-11,5
623,123,405,2025-07-05,19
624,124,309,2024-10-22,5
625,125,599,2025-06-08,20
626,126,62,2025-03-24,7
627,127,896,2025-03-06,6
628,128,276,2024-11-09,7
629,129,213,2024-10-01,11
630,130,284,2025-02-20,2
631,131,557,2025-06-27,8
632,132,631,2025-06-05,16
633,133,903,2025-05-19,8
634,134,640,2024-08-21,18
635,135,308,2024-08-12,20
636,136,212,2024-10-02,16
637,137,718,2024-11-13,10
638,138,726,2025-06-30,16
639,139,390,2025-03-27,14
640,140,741,2024-12-24,7
641,141,434,2025-07-17,11
642,142,86,2024-12-11,8
643,143,355,2025-02-20,5
644,144,444,2025-06-16,11
645,145,314,2025-02-23,20
646,146,15,2025-03-10,17
647,147,819,2025-05-18,13
648,148,104,2025-01-15,20
649,149,19,2024-11-29,12
650,150,941,2024-08-24,4
651,151,597,2024-08-17,15
652,152,927,2025-03-28,20
653,153,372,2025-01-30,20
654,154,131,2024-12-07,7
655,155,433,2025-04-11,6
656,156,95,2025-04-21,15
657,157,820,2025-05-24,11
658,158,802,2025-07-20,5
659,159,213,2025-01-10,10
660,160,940,2025-07-20,12
661,161,991,2025-07-04,1
662,162,283,2024-08-22,18
663,163,787,2025-02-24,6
664,164,117,2025-06-17,20
665,165,588,2024-12-10,3
666,166,723,2025-01-28,2
667,167,162,2024-12-28,10
668,168,772,2025-03-09,12
669,169,856,2024-11-18,6
670,170,499,2025-03-03,3
671,171,102,2024-12-18,4
672,172,72,2024-11-01,9
673,173,661,2025-01-09,15
674,174,499,2024-11-17,3
675,175,691,2024-08-21,7
676,176,533,2025-01-14,15
677,177,305,2024-12-02,14
678,178,377,2025-06-18,2
679,179,855,2025-06-02,14
680,180,541,2024-08-01,3
681,181,261,2024-08-23,19
682,182,958,2024-11-04,15
683,183,869,2025-01-27,10
684,184,54,2024-12-03,16
685,185,822,2024-09-06,14
686,186,707,2024-12-29,19
687,187,538,2024-10-13,13
688,188,302,2024-09-24,11
689,189,783,2025-04-14,5
690,190,106,2024-09-11,15
691,191,875,2024-12-07,2
692,192,286,2024-11-08,9
693,193,147,2024-10-31,5
694,194,87,2025-06-04,3
695,195,503,2025-02-07,16
696,196,726,2024-12-09,16
697,197,825,2025-03-18,13
698,198,55,2024-10-12,16
699,199,326,2025-06-16,6
700,200,566,2025-05-29,18
701,201,2,2025-05-26,9
702,202,392,2025-04-10,14
703,203,843,2025-05-11,6
704,204,688,2025-01-26,5
705,205,788,2025-02-18,9
706,206,516,2025-02-12,6
707,207,95,2024-10-19,9
708,208,101,2024-09-08,7
709,209,346,2024-11-27,11
710,210,550,2024-12-24,16
711,211,683,2025-03-23,15
712,212,582,2025-07-29,18
713,213,450,2024-08-31,8
714,214,228,2024-10-20,12
715,215,420,2025-06-02,8
716,216,493,2025-07-18,16
717,217,858,2025-07-01,12
718,218,741,2024-09-28,11
719,219,338,2025-05-09,10
720,220,211,2025-04-26,20
721,221,210,2025-03-18,8
722,222,162,2024-12-17,5
723,223,314,2024-12-31,18
724,224,208,2025-04-03,3
725,225,863,2024-10-06,13
726,226,945,2025-02-11,11
727,227,66,2025-03-28,17
728,228,116,2025-02-12,8
729,229,3,2024-09-21,9
730,230,937,2025-05-19,6
731,231,530,2024-12-09,9
732,232,669,2024-08-25,1
733,233,506,2025-04-08,5
734,234,738,2024-11-02,2
735,235,488,2025-06-19,7
736,236,305,2025-01-28,19
737,237,249,2024-08-10,15
738,238,730,2025-02-28,10
739,239,433,2025-07-27,8
740,240,623,2025-02-22,2
741,241,753,2024-08-08,15
742,242,297,2024-10-06,10
743,243,413,2024-08-29,15
744,244,226,2025-07-09,4
745,245,582,2024-12-21,1
746,246,871,2024-10-17,6
747,247,288,2025-06-16,19
748,248,600,2025-05-07,20
749,249,280,2024-12-26,5
750,250,538,2024-09-17,15
751,251,584,2025-04-09,6
752,252,50,2024-11-02,3
753,253,900,2025-01-31,4
754,254,216,2025-05-30,12
755,255,490,2025-02-09,20
756,256,739,2024-10-15,12
757,257,898,2024-08-04,13
758,258,128,2025-05-18,16
759,259,100,2024-09-18,7
760,260,127,2024-09-09,6
761,261,641,2025-03-10,19
762,262,906,2024-09-30,4
763,263,411,2025-03-11,17
764,264,987,2025-03-08,8
765,265,899,2024-12-23,6
766,266,146,2025-03-12,19
767,267,51,2025-07-14,19
768,268,829,2025-02-16,1
769,269,998,2025-02-16,13
770,270,218,2024-09-10,9
771,271,211,2025-07-28,17
772,272,122,2025-03-26,4
773,273,704,2024-11-01,14
774,274,342,2025-04-03,6
775,275,394,2025-01-12,18
776,276,567,2025-06-01,11
777,277,645,2024-09-02,7
778,278,15,2024-12-25,6
779,279,459,2025-07-01,16
780,280,63,2024-10-29,13
781,281,221,2025-07-06,15
782,282,247,2025-05-07,14
783,283,490,2024-11-13,18
784,284,875,2025-05-04,14
785,285,697,2024-12-25,17
786,286,616,2024-12-11,11
787,287,358,2025-06-15,5
788,288,73,2024-10-18,6
789,289,161,2024-11-04,1
790,290,770,2025-06-07,1
791,291,588,2024-08-01,12
792,292,194,2025-04-07,18
793,293,882,2025-04-19,20
794,294,227,2025-06-30,5
795,295,643,2025-07-19,1
796,296,499,2025-01-12,16
797,297,912,2024-08-17,2
798,298,491,2025-07-20,3
799,299,324,2024-12-12,13
800,300,480,2024-08-24,10
801,301,18,2025-01-10,6
802,302,933,2024-09-27,16
803,303,152,2025-06-13,5
804,304,303,2025-03-12,4
805,305,919,2025-01-10,6
806,306,758,2024-09-20,10
807,307,720,2025-04-18,11
808,308,702,2024-09-26,14
809,309,450,2025-07-20,10
810,310,683,2025-02-04,20
811,311,58,2025-03-11,16
812,312,922,2024-09-29,13
813,313,938,2025-02-19,7
814,314,410,2025-04-04,19
815,315,483,2025-07-04,12
816,316,969,2024-08-09,10
817,317,704,2025-04-23,10
818,318,592,2025-05-11,12
819,319,483,2025-05-28,6
820,320,35,2024-08-11,18
821,321,72,2025-02-19,10
822,322,578,2025-05-29,12
823,323,855,2025-06-01,11
824,324,936,2025-03-24,4
825,325,691,2025-06-20,20
826,326,907,2024-11-23,10
827,327,736,2024-12-05,9
828,328,704,2024-09-10,9
829,329,161,2025-01-04,7
830,330,80,2024-11-19,14
831,331,43,2024-09-28,9
832,332,986,2025-04-12,16
833,333,137,2024-10-19,14
834,334,986,2024-09-21,1
835,335,359,2025-03-07,5
836,336,259,2025-03-26,2
837,337,58,2025-03-21,6
838,338,799,2025-02-26,13
839,339,679,2024-12-23,3
840,340,35,2025-04-24,11
841,341,497,2025-03-29,9
842,342,683,2025-04-14,10
843,343,707,2025-01-03,17
844,344,464,2025-05-22,18
845,345,918,2025-01-07,1
846,346,86,2024-08-09,15
847,347,75,2024-10-24,8
848,348,451,2024-09-18,11
849,349,927,2025-02-16,3
850,350,629,2025-02-28,6
851,351,141,2024-09-26,1
852,352,188,2024-10-15,4
853,353,890,2025-07-07,20
854,354,477,2024-10-15,12
855,355,953,2025-03-27,8
856,356,455,2025-07-13,8
857,357,291,2024-10-07,4
858,358,450,2025-01-22,13
859,359,848,2024-10-24,6
860,360,332,2024-12-21,8
861,361,224,2025-05-24,3
862,362,601,2025-06-24,3
863,363,942,2024-08-03,15
864,364,298,2025-07-15,6
865,365,342,2025-02-07,6
866,366,477,2025-07-15,20
867,367,709,2025-03-08,13
868,368,522,2024-10-31,7
869,369,82,2025-05-12,18
870,370,871,2025-02-11,5
871,371,537,2025-03-15,2
872,372,218,2024-10-23,10
873,373,42,2024-09-10,3
874,374,564,2025-04-22,9
875,375,442,2025-02-16,1
876,376,971,2025-04-06,11
877,377,180,2025-04-17,18
878,378,83,2024-12-15,1
879,379,887,2024-11-11,14
880,380,868,2024-08-08,18
881,381,226,2025-03-26,5
882,382,955,2025-04-22,5
883,383,267,2024-09-15,10
884,384,928,2025-03-27,12
885,385,773,2025-04-09,20
886,386,579,2025-04-05,6
887,387,934,2024-09-07,18
888,388,363,2025-07-21,20
889,389,627,2025-03-19,16
890,390,48,2025-04-27,10
891,391,728,2025-05-11,12
892,392,850,2024-09-01,11
893,393,313,2025-02-05,20
894,394,413,2025-02-22,20
895,395,454,2024-08-04,11
896,396,400,2024-09-07,19
897,397,403,2024-08-09,6
898,398,994,2025-06-08,15
899,399,70,2025-02-19,8
900,400,135,2024-12-24,11
901,401,763,2024-08-25,1
902,402,406,2025-01-17,9
903,403,9,2024-10-26,20
904,404,127,2025-01-13,19
905,405,990,2025-04-04,11
906,406,952,2024-12-19,17
907,407,821,2025-06-26,6
908,408,284,2025-06-28,3
909,409,915,2025-01-07,3
910,410,805,2025-06-28,9
911,411,647,2024-12-09,14
912,412,586,2025-01-14,16
913,413,907,2024-09-11,17
914,414,545,2025-02-20,12
915,415,869,2024-11-18,1
916,416,727,2024-12-30,8
917,417,485,2025-02-07,2
918,418,672,2025-04-17,19
919,419,614,2024-11-21,17
920,420,334,2024-10-24,12
921,421,963,2024-10-27,11
922,422,970,2024-12-19,4
923,423,844,2025-07-01,13
924,424,692,2024-12-20,11
925,425,134,2025-01-14,10
926,426,345,2025-03-13,18
927,427,359,2024-12-18,17
928,428,421,2024-11-23,13
929,429,218,2025-06-17,20
930,430,764,2025-07-10,11
